股票代码,股票简称,流通市值,最新价,最新涨跌幅,所属同花顺行业,行业概念,事件概念,交易概念
300618.SZ,寒锐钴业,142.84,53.15,1.489,有色金属-小金属-能源金属,"小金属,金属铜,动力电池回收,钴",,"深股通,富时罗素,融资融券,转融券标的,富时罗素股"
000963.SZ,华东医药,787.04,44.98,1.489,医药生物-化学制药-化学制剂,"医美,化妆护肤品,创新药,中医药,生物医药,胰岛素,冷链物流,仿制药,抗癌,医药电商,医疗器械,冬虫夏草,肝炎","医疗改革,医保目录","深股通,富时罗素,融资融券,转融券标的,标普道琼斯A股,MSCI,证金持股,富时罗素股"
000938.SZ,紫光股份,526.83,18.42,1.488,计算机-计算机应用-IT服务,"AI芯片,态势感知,网络安全,机器人,网络切片,人工智能,物联网,大数据,癌症定量检测,超级计算机,智能交通,云计算,智能路由器,5G,5G主设备,TMT,IPV6,电子书,WiFi 6,电子信息,融资租赁,芯片,高校","冬奥会,紫光系,国产操作系统,国产替代,东数西算（算力）,国资云,智慧城市","深股通,富时罗素,融资融券,转融券标的,参股新三板,标普道琼斯A股,MSCI,富时罗素股"
002462.SZ,嘉事堂,32.39,12.97,1.487,医药生物-医药商业-医药商业Ⅲ,"医疗器械,医药电商,板蓝根,冷链物流","地方国资改革,央企国资改革",证金持股
002983.SZ,芯瑞达,11.08,21.16,1.487,电子-光学光电子-LED,"超清视频,MiniLED,智能电视,消费电子,MicroLED,汽车电子","小米,华为,专精特新",
600169.SH,太原重工,70.0,2.73,1.487,机械设备-专用设备-能源及重型设备,"高铁,铁路基建,轨道交通,风电,高端装备,基建工程,挖掘机,核电","一带一路,地方国资改革","融资融券,转融券标的"
603387.SH,基蛋生物,65.88,12.99,1.484,医药生物-医疗器械-体外诊断,"幽门螺杆菌,体外诊断,医疗器械,POCT,肝炎","猴痘,新冠检测","半年报预增,创投,融资融券,转融券标的,沪股通,标普道琼斯A股"
002461.SZ,珠江啤酒,166.66,7.53,1.483,食品饮料-饮料制造-啤酒,啤酒,"新零售,地方国资改革,世界杯,商品新零售","深股通,富时罗素,融资融券,转融券标的,标普道琼斯A股,富时罗素股"
688022.SH,瀚川智能,75.44,69.79,1.483,机械设备-专用设备-其他专用设备,"锂电池,换电,工业互联网,口罩,无人驾驶,边缘计算,智能制造,集成电路,医疗器械,机器视觉,燃料电池,汽车电子","特斯拉,宁德时代,专精特新,一带一路,华为","融资融券,转融券标的"
000158.SZ,常山北明,97.15,6.16,1.483,计算机-计算机应用-IT服务,"互联网银行,工业互联网,冷链物流,数据中心,网络安全,区块链,大数据,雄安软件","智慧政务,地方国资改革,腾讯,国产软件,华为,华为鲲鹏,国资云,疫情监测,智慧城市","深股通,富时罗素,参股银行,融资融券,转融券标的,标普道琼斯A股,富时罗素股"
603232.SH,格尔软件,25.44,10.98,1.479,计算机-计算机应用-软件开发,"网络安全,汽车芯片,电子政务,区块链,车联网,数字货币,芯片",国产软件,
000566.SZ,海南海药,48.01,4.12,1.478,医药生物-化学制药-化学制剂,"创新药,中医药,生物疫苗,细胞免疫治疗,口罩,仿制药,互联网医疗,抗癌,医疗器械,抗肿瘤,小额贷款","地方国资改革,民营医院,央企国资改革","融资融券,转融券标的,创投,参股银行"
301258.SZ,富士莱,9.56,43.97,1.477,医药生物-化学制药-原料药,"医美,保健品",外贸受益,"新股与次新股,人民币贬值受益,注册制次新股,融资融券,转融券标的"
600988.SH,赤峰黄金,274.17,17.86,1.477,有色金属-贵金属-贵金属Ⅲ,"黄金,固废处理,沪锡,小金属,金属铜,白银",稀缺资源,"参股民营银行,人民币贬值受益,融资融券,转融券标的,沪股通,MSCI,富时罗素股"
600356.SH,恒丰纸业,20.52,6.87,1.477,轻工制造-造纸-造纸Ⅲ,"造纸转暖,食品包装,纸浆,烟草,环保包装",地方国资改革,人民币升值
603637.SH,镇海股份,20.1,8.25,1.476,建筑装饰-建筑装饰-专业工程,"尾气治理,氢能源,节能环保","碳中和,地方国资改革,油品升级",股权转让
600728.SH,佳都科技,107.07,6.19,1.475,计算机-计算机应用-IT服务,"超清视频,机器视觉,富媒体,移动支付,人工智能,轨道交通,无人零售,人脸识别,大数据,互联网银行,智能终端,智能交通,数字孪生,元宇宙,安防,数据存储,电子信息,空铁WIFI,云计算","反恐,华为鲲鹏,华为,阿里巴巴,疫情监测,智慧城市","半年报预增,富时罗素,融资融券,转融券标的,沪股通,标普道琼斯A股,富时罗素股"
002042.SZ,华孚时尚,58.45,3.44,1.475,纺织服装-纺织制造-棉纺,"农业种植,工业互联网,棉纱,职业教育,棉花种植",,"深股通,人民币贬值受益,富时罗素,创投,融资融券,转融券标的,标普道琼斯A股,富时罗素股"
002341.SZ,新纶新材,39.51,4.13,1.474,基础化工-化工合成材料-膜材料,"无线充电,锂电池,无线耳机,OLED,OLED材料,现代服务业,口罩,有机硅,新材料,空气净化,PM2.5,生物安全,膜材料","比亚迪,苹果,宁德时代,华为,富士康","富时罗素股,标普道琼斯A股"
003016.SZ,欣贺股份,12.16,8.26,1.474,纺织服装-服装家纺-服装,电子商务,新零售,
600235.SH,民丰特纸,19.36,5.51,1.473,轻工制造-造纸-造纸Ⅲ,"造纸转暖,纸浆,烟草,食品包装",地方国资改革,"人民币升值,创投"
003023.SZ,彩虹集团,8.86,17.24,1.472,家用电器-小家电-小家电Ⅲ,"家用电器,消毒剂,医疗器械,口罩",,
000766.SZ,通化金马,40.07,4.83,1.471,医药生物-化学制药-化学制剂,"中医药,抗肝癌,阿尔茨海默,抗癌,肝炎,工业大麻","医疗改革,民营医院,医保目录","融资融券,转融券标的,标普道琼斯A股,参股银行"
601011.SH,宝泰隆,66.44,4.14,1.471,煤炭-煤炭开采加工-焦炭加工,"负极材料,碳基材料,锂电池,石墨烯,煤化工,氢能源,石墨电极,新材料,煤炭,粗苯,焦炭,甲醇",循环经济,"融资融券,转融券标的"
300154.SZ,瑞凌股份,19.74,6.21,1.471,机械设备-通用设备-其他通用设备,"机器人,工业机器人",工业4.0,创业板重组松绑
688658.SH,悦康药业,32.06,15.88,1.470,医药生物-化学制药-化学制剂,"幽门螺杆菌,创新药,中医药,仿制药一致性评价,仿制药",新冠治疗,"融资融券,转融券标的"
301162.SZ,国能日新,14.9,88.61,1.466,计算机-计算机应用-软件开发,"光伏,智能电网,风电,新能源,储能,绿色电力,虚拟电厂",专精特新,"新股与次新股,注册制次新股,融资融券,转融券标的,高送转预期"
000608.SZ,阳光股份,20.77,2.77,1.465,房地产-房地产开发-商业地产,物业管理,,
000063.SZ,中兴通讯,917.91,23.57,1.464,通信-通信设备-通信网络设备及器件,"网络安全,边缘计算,网络切片,汽车电子,富媒体,锂电池,人工智能,物联网,新能源汽车,智能终端,智能穿戴,5G,5G主设备,TMT,芯片,虚拟现实,IPV6,虚拟运营商,电子信息,云计算","京东,三网融合,宽带中国,国产操作系统,数字经济,国家科技大会,智慧城市","深股通,富时罗素,融资融券,转融券标的,标普道琼斯A股,MSCI,证金持股,富时罗素股"
300009.SZ,安科生物,105.59,9.01,1.464,医药生物-生物制品-其他生物制品,"医疗器械,基因测序,细胞免疫治疗,生物医药,体外诊断,辅助生殖,多肽药,抗癌,单抗,抗肿瘤,肝炎","抗艾滋病,霍乱,民营医院,西尼罗病毒,新冠检测","深股通,富时罗素,融资融券,转融券标的,富时罗素股,老字号"
000066.SZ,中国长城,285.18,9.70,1.464,计算机-计算机设备-计算机设备Ⅲ,"卫星导航,光伏,网络安全,钠离子电池,汽车电子,锂电池,人工智能,新能源汽车,数据中心,区块链,大数据,云计算,5G,挖矿设备,海工装备,车联网,量子科技,TMT,集成电路,电子信息,芯片","军民融合,疫情监测,军工,谷歌,国产操作系统,地方国资改革,华为,国产软件,数字经济,东数西算（算力）,智慧城市,航天军工,央企国资改革","深股通,分拆上市意愿,富时罗素,融资融券,转融券标的,中字头股票,标普道琼斯A股,MSCI,富时罗素股"
001267.SZ,汇绿生态,13.88,4.85,1.464,建筑装饰-建筑装饰-装饰园林,"土壤修复,园林开发","新型城镇化,生态城乡","核准制次新股,新股与次新股"
601390.SH,中国中铁,1130.18,5.55,1.463,建筑装饰-建筑装饰-基础建设,"高铁,REITs,轨道交通,铁路基建,磁悬浮,钴,小金属,基建工程,水利","一带一路,地方国资改革,PPP,中铁系,央企国资改革","分拆上市意愿,央企控股,债转股(AMC),融资融券,转融券标的,沪股通,标普道琼斯A股,参股新三板,参股券商,MSCI,中字头股票,证金持股,参股万达商业,富时罗素股"
000698.SZ,沈阳化工,32.68,4.16,1.463,石油石化-石油加工贸易-石油加工,"消毒剂,线型,盐酸,PVC,丙烯酸","地方国资改革,央企国资改革",
002236.SZ,大华股份,285.46,14.57,1.462,计算机-计算机设备-计算机设备Ⅲ,"超清视频,态势感知,无人机,增强现实,机器视觉,汽车电子,人工智能,新能源汽车,数据中心,人脸识别,无人驾驶,大数据,充电桩,智能终端,智能交通,智能家居,虚拟现实,安防,智能物流,电子信息","反恐,杭州亚运会,腾讯,数字经济,PPP,智慧城市","深股通,国开行,富时罗素,独角兽,融资融券,转融券标的,标普道琼斯A股,MSCI,证金持股,富时罗素股"
000797.SZ,中国武夷,43.64,2.78,1.460,房地产-房地产开发-住宅开发,"无人岛开发,装配式建筑,基建工程,跨境电商,聚土地","海峡两岸,中央政务区,土地流转,首都副中心,土地增值,一带一路,地方国资改革","富时罗素股,标普道琼斯A股"
300903.SZ,科翔股份,24.31,14.59,1.460,电子-半导体及元件-印制电路板,"无人机,5G,消费电子,PCB,汽车电子","专精特新,特斯拉","融资融券,转融券标的,送转填权"
300899.SZ,上海凯鑫,7.08,22.26,1.459,环保-环保-水务及水治理,"节能环保,污水处理,净水",,"融资融券,转融券标的"
300887.SZ,谱尼测试,26.54,43.14,1.458,社会服务-其他社会服务-专业服务,"幽门螺杆菌,基因测序,新能源汽车,体外诊断,口罩,CRO,土壤修复,肝炎","猴痘,军工,特斯拉,碳中和,新冠检测,食品安全","深股通,半年报预增,融资融券,转融券标的,送转填权"
600543.SH,莫高股份,17.89,5.57,1.457,食品饮料-饮料制造-其他酒类,"可降解塑料,农业种植","地方国资改革,贸易战受益股,乡村振兴","融资融券,转融券标的"
603693.SH,江苏新能,111.91,13.93,1.457,公用事业-电力-新能源发电,"太阳能,生物质能,光伏,风电,海上风电,新能源,绿色电力",地方国资改革,
600255.SH,鑫科材料,49.84,2.79,1.455,有色金属-金属新材料-其他金属新材料,"锂电池,新材料,村镇银行,金属铜",,股权转让
301002.SZ,崧盛股份,13.82,24.43,1.454,电子-光学光电子-LED,节能照明,"智慧城市,智慧灯杆","融资融券,转融券标的"
000009.SZ,中国宝安,356.18,13.96,1.454,电力设备-电力设备-电池,"黄金,钴,口罩,正极材料,钠离子电池,负极材料,无线充电,锂电池,石墨烯,新能源汽车,小金属,物业管理,固态电池,充电桩,储能,金属镍,稀土永磁,金属回收,生物医药,动力电池回收,聚土地,高压快充,芯片","比亚迪,军工,土地流转,宁德时代,LG","深股通,分拆上市意愿,富时罗素,创投,融资融券,转融券标的,参股新三板,标普道琼斯A股,富时罗素股"
000910.SZ,大亚圣象,45.85,8.38,1.453,轻工制造-家用轻工-瓷砖地板,精装修,林场改革,"深股通,养老金持股,富时罗素,融资融券,转融券标的,标普道琼斯A股,富时罗素股"
300566.SZ,激智科技,37.62,18.16,1.453,电子-光学光电子-光学元件,"超清视频,MiniLED,光伏,OLED,OLED材料,节能照明","小米,华为",
601368.SH,绿城水务,49.36,5.59,1.452,环保-环保-水务及水治理,污水处理,"新型城镇化,地方国资改革",富时罗素股
300488.SZ,恒锋工具,36.32,26.57,1.451,机械设备-通用设备-金属制品,"减速器,工业母机","军民融合,专精特新",
002621.SZ,美吉姆,33.5,4.20,1.449,社会服务-教育-教育Ⅲ,"幼儿教育,在线教育,托育服务",三胎,"融资融券,转融券标的,标普道琼斯A股"
002420.SZ,毅昌科技,27.33,7.00,1.449,家用电器-白色家电-其他白色家电,"超清视频,家用电器,3D打印,新能源汽车",军工,壳资源
600133.SH,东湖高新,44.63,5.61,1.447,建筑装饰-建筑装饰-基础建设,"REITs,兽药,污水处理,重金属治理,垃圾发电,节能环保,脱硫脱硝","PPP,循环经济,地方国资改革,武汉金改","融资融券,转融券标的,创投,参股新三板"
600249.SH,两面针,27.0,4.91,1.446,美容护理-美容护理-个护用品,生物医药,地方国资改革,"参股银行,参股券商,老字号"
600861.SH,北京城乡,62.28,19.66,1.445,商贸零售-零售-百货零售,"人力资源服务,商超百货","新零售,地方国资改革",
605020.SH,永和股份,37.16,30.19,1.445,基础化工-化学制品-氟化工,"环氧丙烷,萤石,氟化工,氢氟酸,PVDF",,
002256.SZ,兆新股份,39.09,2.81,1.444,公用事业-电力-新能源发电,"锂电池,光伏,锂电原料,能源互联网,绿色电力,充电桩",,标普道琼斯A股
688701.SH,卓锦股份,3.21,11.24,1.444,环保-环保-综合环境治理,"节能环保,土壤修复,污水处理",,"新股与次新股,融资融券,转融券标的,科创次新股"
603303.SH,得邦照明,67.06,14.06,1.443,电子-光学光电子-LED,"节能照明,汽车电子",智慧城市,
600589.SH,ST榕泰,14.86,2.11,1.442,基础化工-化工合成材料-其他塑料制品,"PTA,数据中心,边缘计算,新材料,网络切片,云计算",国产软件,ST板块
002325.SZ,洪涛股份,30.23,2.11,1.442,建筑装饰-建筑装饰-装饰园林,"在线教育,氢能源,数据中心,电子商务,职业教育","华为,智慧城市","融资融券,转融券标的,创投"
603019.SH,中科曙光,439.28,30.28,1.441,计算机-计算机设备-计算机设备Ⅲ,"AI芯片,GPU,人工智能,虚拟机器人,数字孪生,超级计算机,工业互联网,云计算,数据中心,网络安全,边缘计算,区块链,大数据,量子科技,VPN,透明计算,芯片","中科院系,国产操作系统,腾讯,国产软件,东数西算（算力）,央企国资改革,寒武纪,智慧城市","富时罗素,创投,融资融券,转融券标的,沪股通,标普道琼斯A股,参股新三板,富时罗素股"
002628.SZ,成都路桥,26.35,3.52,1.441,建筑装饰-建筑装饰-基础建设,"绿色建筑,装配式建筑",PPP,
300548.SZ,博创科技,42.45,19.72,1.440,通信-通信设备-通信网络设备及器件,"5G,芯片,F5G",华为,送转填权
300528.SZ,幸福蓝海,23.66,6.35,1.438,传媒-传媒-影视院线,"影视娱乐,文化传媒",地方国资改革,创业板重组松绑
300021.SZ,大禹节水,31.73,4.94,1.437,农林牧渔-农业服务-农业综合,"REITs,生态农业,抗旱,污水处理,节水灌溉,节能环保,水利,数字孪生","水域改革,土地流转,美丽中国,乡村振兴,华为,PPP,数字乡村",
688509.SH,正元地信,18.59,4.94,1.437,计算机-计算机应用-IT服务,"物联网,地理信息,地下管网","华为欧拉,地方国资改革,PPP,央企国资改革,智慧城市","融资融券,转融券标的"
300461.SZ,田中精机,10.78,15.53,1.437,机械设备-自动化设备-其他自动化设备,"无线充电,口罩,新型烟草,消费电子,无线耳机,汽车电子","工业4.0,苹果",创业板重组松绑
600658.SH,电子城,47.43,4.24,1.435,房地产-房地产开发-产业地产,"工业用地,集成电路",地方国资改革,"参股新三板,北交所"
600396.SH,金山股份,41.68,2.83,1.434,公用事业-电力-火电,"风电,绿色电力,新能源,超超临界发电","电力改革,地方国资改革,央企国资改革",
300531.SZ,优博讯,46.03,14.86,1.433,计算机-计算机设备-计算机设备Ⅲ,"移动支付,人工智能,金融科技,物联网,区块链底层,智能金融,智能物流,区块链,数字货币,医药安全,芯片","鸿蒙,新冠检测,电子身份证,药品信息化追溯,华为海思股,疫情监测","深股通,养老金持股"
000829.SZ,天音控股,101.59,9.92,1.432,商贸零售-零售-专业连锁,"智能终端,虚拟现实,网络直播,虚拟运营商,新型烟草,互联网彩票","百度,苹果,拼多多,地方国资改革,华为,抖音","深股通,创投,独角兽,融资融券,转融券标的,标普道琼斯A股,富时罗素股"
603662.SH,柯力传感,20.85,16.29,1.432,机械设备-仪器仪表-仪器仪表Ⅲ,"人工智能,物联网,数据中心,边缘计算,大数据,机器人,传感器,云计算",工业4.0,
000153.SZ,丰原药业,24.3,7.79,1.432,医药生物-化学制药-化学制剂,"抗肝癌,代糖,生物医药,肝素,抗癌,眼科医疗","金改,医保目录",
002793.SZ,罗欣药业,35.03,7.09,1.431,医药生物-化学制药-化学制剂,"幽门螺杆菌,仿制药一致性评价,中医药,生物医药,仿制药,医疗器械,抗肿瘤","民营医院,流感",深股通
300039.SZ,上海凯宝,51.97,5.67,1.431,医药生物-中药-中药Ⅲ,"中医药,生物医药,医疗器械,登革热,肝炎","新冠治疗,超级真菌,医保目录","深股通,融资融券,转融券标的"
002376.SZ,新北洋,49.3,7.80,1.430,计算机-计算机设备-计算机设备Ⅲ,"物联网,机器视觉,智能物流,车联网,机器人,3D打印,电子信息",人民币防伪,"富时罗素,融资融券,转融券标的,标普道琼斯A股,富时罗素股"
300358.SZ,楚天科技,80.6,15.61,1.430,医药生物-医疗器械-医疗设备,"医药安全,生物安全,智能物流,透明工厂,医疗机器人,服务机器人,机器人","工业4.0,药品信息化追溯",深股通
601878.SH,浙商证券,386.27,9.96,1.426,非银金融-证券-证券Ⅲ,,,"富时罗素,融资融券,转融券标的,沪股通,标普道琼斯A股,期货,MSCI,参股基金,富时罗素股"
605006.SH,山东玻纤,28.24,9.96,1.426,建筑材料-建筑材料-玻璃玻纤,玻璃纤维,"地方国资改革,电力改革",
000900.SZ,现代投资,64.81,4.27,1.425,交通运输-公路铁路运输-高速公路,"REITs,固废处理,预制菜,垃圾分类,医疗废物处理,充电桩",地方国资改革,"参股银行,融资融券,转融券标的,参股券商,标普道琼斯A股,期货,参股民营银行,证金持股"
301139.SZ,元道通信,9.45,32.79,1.423,通信-通信服务-通信服务Ⅲ,"机器人,人工智能,智能交通","国产软件,华为,智慧城市","新股与次新股,融资融券,转融券标的,注册制次新股"
300735.SZ,光弘科技,80.86,10.70,1.422,电子-消费电子-消费电子零部件及组装,"移动支付,物联网,EDR,智能穿戴,智能家居,5G,消费电子,安防,透明工厂,汽车电子","小米,华为汽车,华为","深股通,养老金持股,富时罗素,融资融券,转融券标的,富时罗素股"
002918.SZ,蒙娜丽莎,26.56,12.14,1.420,轻工制造-家用轻工-瓷砖地板,"陶瓷产品,精装修,数据中心",杭州亚运会,"深股通,养老金持股"
000422.SZ,湖北宜化,166.81,18.58,1.419,基础化工-化学制品-磷肥及磷化工,"甲醛,磷化工,化肥,煤化工,尿素,涉矿,可降解塑料,片碱,天然气,煤头尿素,己二酸,PVC,六氟磷酸锂,煤炭,烧碱","宁德时代,地方国资改革","深股通,半年报预增,融资融券,转融券标的,MSCI"
603158.SH,腾龙股份,45.64,9.30,1.418,交运设备-汽车零部件-汽车零部件Ⅲ,"新能源汽车,氢能源,节能环保,北汽新能源,汽车热管理,燃料电池,汽车电子","蔚来汽车,比亚迪,特斯拉,理想汽车,华为汽车,小鹏汽车",
000572.SZ,海马汽车,93.93,5.72,1.418,交运设备-汽车整车-乘用车,"新能源汽车,氢能源,无人驾驶,共享汽车,智能汽车,车联网,新能源整车,充电桩,燃料电池,汽车制造",共享经济,"深股通,参股银行,参股民营银行"
600271.SH,航天信息,199.0,10.74,1.416,计算机-计算机应用-IT服务,"金融科技,区块链底层,网络安全,电子标签,移动支付,人工智能,物联网,ETC,人脸识别,区块链,大数据,指纹技术,电子发票,二维码识别,数字货币,征信,金融IC,电子信息,芯片","新零售,蚂蚁金服,航天系,军工,两会,智慧政务,地方国资改革,腾讯,国产软件,电子身份证,智慧城市,航天军工,央企国资改革,食品安全","富时罗素,央企控股,融资融券,转融券标的,标普道琼斯A股,MSCI,证金持股,富时罗素股"
000727.SZ,冠捷科技,73.51,2.15,1.415,电子-光学光电子-面板,"超清视频,MiniLED,电子纸,虚拟现实,电子竞技,数字阅读,消费电子,VR设备,无线耳机,文化传媒","杭州亚运会,地方国资改革,抖音小店,富士康,央企国资改革","深股通,富时罗素股,人民币贬值受益,标普道琼斯A股"
603919.SH,金徽酒,149.29,29.43,1.413,食品饮料-饮料制造-白酒,"白酒,消费金融",,"融资融券,转融券标的,沪股通"
001227.SZ,兰州银行,24.55,4.31,1.412,银行-银行-城商行,,,"核准制次新股,新股与次新股"
300994.SZ,久祺股份,11.86,24.43,1.411,交运设备-非汽车交运-其他交运设备,"体育产业,跨境电商,两轮车","三胎,外贸受益","新股与次新股,人民币贬值受益,注册制次新股,融资融券,转融券标的"
603937.SH,丽岛新材,25.59,12.25,1.407,有色金属-工业金属-铝,"铝材加工,锂电池,有色铝",,
300433.SZ,蓝思科技,536.24,10.81,1.407,电子-消费电子-消费电子零部件及组装,"光伏,口罩,3D玻璃,机器人,汽车电子,蓝宝石,工业互联网,新能源汽车,无线耳机,新型烟草,OLED,智能穿戴,工业机器人,智能家居,消费电子,新材料,传感器,触摸屏,元宇宙,玻璃,虚拟现实","蔚来汽车,三星,小米,特斯拉,苹果,华为","深股通,富时罗素,融资融券,转融券标的,MSCI,富时罗素股"
600604.SH,市北高新,71.08,5.05,1.406,房地产-房地产开发-产业地产,"数据交易中心,住房租赁,能源互联网","地方国资改革,租售同权","富时罗素,创投,融资融券,转融券标的,富时罗素股"
605500.SH,森林包装,7.7,10.10,1.406,轻工制造-造纸-造纸Ⅲ,环保包装,,
002159.SZ,三特索道,14.93,10.82,1.406,社会服务-景点及旅游-自然景点,旅游,"收入改革,露营经济",参股券商
002277.SZ,友阿股份,60.37,4.33,1.405,商贸零售-零售-百货零售,"小额贷款,NMN,村镇银行,工业机器人,商超百货,网络直播,跨境电商,移动购物,互联网金融,奢侈品,便利店,机器人,免税店,融资租赁,互联网彩票","新零售,微信,收入改革,乡村振兴,大消费,腾讯,农村电商,抖音小店","富时罗素,参股银行,融资融券,转融券标的,证金持股,富时罗素股"
601996.SH,丰林集团,33.11,2.89,1.404,轻工制造-家用轻工-瓷砖地板,"GEP,纤维板,胶合板","土地流转,美丽中国,生态城乡,林场改革","融资融券,转融券标的"
600498.SH,烽火通信,163.51,14.45,1.404,通信-通信设备-通信网络设备及器件,"太空望远镜,专网通信,光纤光缆,云计算,IPV6,5G,网络安全,5G主设备,大数据,电子信息,黑洞,网络切片,芯片,光纤","宽带中国,地方国资改革,央企国资改革,三网融合","富时罗素,央企控股,融资融券,转融券标的,沪股通,标普道琼斯A股,MSCI,参股基金,富时罗素股"
688418.SH,震有科技,13.42,10.12,1.403,通信-通信设备-其他通信设备,5G,"智慧城市,军工","融资融券,转融券标的"
600623.SH,华谊集团,134.64,7.23,1.403,基础化工-化学原料-其他化学原料,"消毒剂,绿色轮胎,聚丙烯,醋酸,新材料,甲醇,丙烯酸",地方国资改革,"融资融券,转融券标的,富时罗素股,标普道琼斯A股"
300280.SZ,紫天科技,32.48,20.24,1.403,传媒-传媒-广告营销,"体育产业,广告营销,文化传媒","抖音,快手",
601811.SH,新华文轩,68.74,8.68,1.402,传媒-传媒-出版,"平面媒体,区块链应用,区块链,电子商务,知识产权保护,文化传媒",地方国资改革,"富时罗素,独角兽,沪股通,标普道琼斯A股,富时罗素股"
839725.BJ,惠丰钻石,5.66,51.40,1.401,机械设备-通用设备-磨具磨料,培育钻石,,"新股与次新股,半年报预增"
002640.SZ,*ST跨境,34.97,2.90,1.399,商贸零售-互联网电商-互联网电商Ⅲ,"跨境电商,互联网金融,电子商务,无线耳机,小额贷款,工业大麻","三胎,拼多多,网红经济","ST板块,富时罗素,标普道琼斯A股,参股民营银行,富时罗素股"
601162.SH,天风证券,251.31,2.90,1.399,非银金融-证券-证券Ⅲ,,,"富时罗素,融资融券,转融券标的,期货,标普道琼斯A股,MSCI,富时罗素股"
603100.SH,川仪股份,74.5,18.86,1.398,机械设备-仪器仪表-仪器仪表Ⅲ,"物联网,核电,高端装备,工业互联网","碳中和,地方国资改革,国产替代",
000552.SZ,靖远煤电,90.91,3.63,1.397,煤炭-煤炭开采加工-煤炭开采,"煤化工,动力煤,超超临界发电,煤炭,涉矿",地方国资改革,"半年报预增,融资融券,转融券标的,标普道琼斯A股,富时罗素股"
002407.SZ,多氟多,323.22,47.20,1.396,基础化工-化学制品-氟化工,"硅能源,口罩,正极材料,PVDF,涉矿,钠离子电池,负极材料,锂电池,新能源汽车,氟化工,新能源,电解液,固态电池,六氟磷酸锂,锂电制造,储能,多晶硅,氢氟酸,芯片","台积电,比亚迪,特斯拉","深股通,半年报预增,富时罗素,创投,独角兽,融资融券,转融券标的,标普道琼斯A股,MSCI,富时罗素股"
603053.SH,成都燃气,52.95,9.44,1.396,公用事业-燃气-燃气Ⅲ,"氢能源,天然气",地方国资改革,
600284.SH,浦东建设,63.45,6.54,1.395,建筑装饰-建筑装饰-基础建设,海绵城市,"地方国资改革,迪士尼","养老金持股,富时罗素,创投,融资融券,转融券标的,沪股通,标普道琼斯A股,证金持股,富时罗素股"
002384.SZ,东山精密,384.41,27.65,1.394,电子-半导体及元件-印制电路板,"融资租赁,MiniLED,新能源汽车,口罩,5G,PCB,基站天线,基站射频,节能照明","苹果,小米,特斯拉","深股通,分拆上市意愿,融资融券,转融券标的,标普道琼斯A股,MSCI,富时罗素股"
002993.SZ,奥海科技,27.39,45.83,1.394,电子-消费电子-消费电子零部件及组装,"无线充电,第三代半导体,新能源汽车,储能,消费电子,氮化镓,充电桩","苹果,小米,华为,露营经济",深股通
600004.SH,白云机场,309.8,13.09,1.394,交通运输-机场航运-机场,,地方国资改革,"富时罗素,融资融券,转融券标的,标普道琼斯A股,MSCI,富时罗素股"
300406.SZ,九强生物,60.87,18.20,1.393,医药生物-医疗器械-体外诊断,"幽门螺杆菌,生物医药,医疗器械","新冠检测,专精特新","深股通,富时罗素,富时罗素股"
301128.SZ,强瑞技术,5.25,28.43,1.391,机械设备-专用设备-其他专用设备,,华为,"新股与次新股,融资融券,转融券标的,注册制次新股"
600056.SH,中国医药,196.19,13.12,1.391,医药生物-医药商业-医药商业Ⅲ,"仿制药一致性评价,中医药,生物医药,医药电商,国产伟哥,人参,肝炎","猴痘,医保目录,地方国资改革,流感,新冠治疗,央企国资改革","富时罗素,央企控股,融资融券,转融券标的,沪股通,标普道琼斯A股,中字头股票,证金持股,富时罗素股"
300849.SZ,锦盛新材,10.17,11.66,1.391,美容护理-美容护理-化妆品,"可降解塑料,化妆护肤品",,人民币贬值受益
300214.SZ,日科化学,32.73,8.03,1.389,基础化工-化学制品-其他化学制品,"锂电池,电解液,新材料",,
002398.SZ,垒知集团,33.76,5.84,1.389,建筑材料-建筑材料-其他建材,"无人岛开发,光伏,体外诊断,储能,装配式建筑,建筑节能,光伏建筑一体化",新冠检测,参股民营银行
002470.SZ,ST金正,68.82,2.19,1.389,基础化工-化学制品-复合肥,"生态农业,磷化工,化肥,水泥,土壤修复","家庭农场,美丽中国,乡村振兴,地方国资改革,农村电商","ST板块,富时罗素股"
000952.SZ,广济药业,22.37,7.30,1.389,医药生物-化学制药-原料药,"维生素,生物医药","医疗改革,地方国资改革,医保目录",
300630.SZ,普利制药,89.35,27.76,1.388,医药生物-化学制药-化学制剂,仿制药一致性评价,"猴痘,宝能系","深股通,富时罗素,融资融券,转融券标的,富时罗素股"
603685.SH,晨丰科技,17.29,10.23,1.388,电子-光学光电子-LED,"家用电器,节能照明",,
688136.SH,科兴制药,16.14,24.86,1.387,医药生物-生物制品-其他生物制品,"生物疫苗,肝炎",新冠治疗,"融资融券,转融券标的"
301189.SZ,奥尼电子,9.88,32.94,1.385,电子-消费电子-品牌消费电子,"物联网,虚拟数字人,人脸识别,消费电子,智能制造,跨境电商,智能汽车,无线耳机",,"新股与次新股,融资融券,转融券标的,注册制次新股"
300694.SZ,蠡湖股份,22.75,10.98,1.385,交运设备-汽车零部件-汽车零部件Ⅲ,"新能源汽车,燃料电池",地方国资改革,人民币贬值受益
